56	234	0	1.4	-2.08562554	-0.0993155019	-2.08562554	0	0.0993155019	0	0	0	0	0	3
57	237	0	1.425	-2.09312399	-0.198988073	-2.09312399	0	0.198988073	0	0	0	0	0	3
58	240	0	1.45	-2.08196807	-0.29812941	-2.09312399	0	0.29812941	0	0	0	0	0	3
59	243	0	1.475	-2.0885011	-0.397581843	-2.09312399	0	0.397581843	0	0	0	0	0	3
60	245	0	1.5	-2.07865451	-0.496565391	-2.09312399	0	0.496565391	0	0	0	0	0	3
61	246	0	1.525	-2.08674416	-0.595934161	-2.09312399	0	0.595934161	0	0	0	0	0	3
62	247	0	1.55	-2.07603268	-0.69479286	-2.09312399	0	0.69479286	0	0	0	0	0	3
63	249	0	1.575	-2.08519484	-0.794087853	-2.09312399	0	0.794087853	0	0	0	0	0	3
64	250	0	1.6	-2.07716265	-0.89300036	-2.09312399	0	0.89300036	0	0	0	0	0	3
65	253	0	1.625	-2.08728959	-0.992395102	-2.09312399	0	0.992395102	0	0	0	0	0	3
66	255	0	1.65	-2.07864159	-1.09137803	-2.09312399	0	1.09137803	0	0	0	0	0	3
67	257	0	1.675	-2.08896898	-1.19085275	-2.09312399	0	1.19085275	0	0	0	0	0	3
68	260	0	1.7	-2.08064802	-1.28993123	-2.09312399	0	1.28993123	0	0	0	0	0	3
69	264	0	1.725	-2.09089654	-1.38949773	-2.09312399	0	1.38949773	0	0	0	0	0	3
70	265	0	1.75	-2.08159891	-1.48862148	-2.09312399	0	1.48862148	0	0	0	0	0	3
71	267	0	1.775	-2.0895897	-1.58812576	-2.09312399	0	1.58812576	0	0	0	0	0	3
72	268	0	1.8	-2.08106065	-1.68722388	-2.09312399	0	1.68722388	0	0	0	0	0	3
73	270	0	1.825	-2.09102824	-1.78679666	-2.09312399	0	1.78679666	0	0	0	0	0	3
74	274	0	1.85	-2.08195238	-1.88593725	-2.09312399	0	1.88593725	0	0	0	0	0	3
75	277	0	1.875	-2.09137583	-1.98552657	-2.09312399	0	1.98552657	0	0	0	0	0	3
76	280	0	1.9	-2.08480059	-2.08480279	-2.09312399	-2.07603268	0.0170913077	0	0	0	0	0	3
77	284	0	1.925	-2.09524555	-2.08526088	-2.09524555	-2.07603268	0.0192128682	0	0	0	0	0	3
78	285	0	1.95	-2.08790697	-2.08501246	-2.09524555	-2.07603268	0.0192128682	0	0	0	0	0	3
79	287	0	1.975	-2.09795724	-2.08577384	-2.09795724	-2.07603268	0.0219245544	0	0	0	0	0	3
80	289	0	2	-2.09146132	-2.08591481	-2.09795724	-2.07603268	0.0219245544	0	0	0	0	0	3
81	292	0	2.025	-2.10100134	-2.08697894	-2.10100134	-2.07603268	0.0249686543	0	0	0	0	0	3
82	294	0	2.05	-2.09418483	-2.08733326	-2.10100134	-2.07603268	0.0249686543	0	0	0	0	0	3
83	297	0	2.075	-2.10390988	-2.08866074	-2.10390988	-2.07716265	0.0267472317	0	0	0	0	0	3
84	298	0	2.1	-2.095508	-2.08915185	-2.10390988	-2.07716265	0.0267472317	0	0	0	0	0	3
85	298	0	2.125	-2.10604714	-2.0905273	-2.10604714	-2.07864159	0.0274055468	0	0	0	0	0	3
86	299	0	2.15	-2.09804166	-2.0910393	-2.10604714	-2.07864159	0.0274055468	0	0	0	0	0	3
87	300	0	2.175	-2.10738592	-2.09240808	-2.10738592	-2.08064802	0.0267378984	0	0	0	0	0	3
88	302	0	2.2	-2.10028658	-2.09294701	-2.10738592	-2.08064802	0.0267378984	0	0	0	0	0	3
89	305	0	2.225	-2.11080273	-2.09438295	-2.11080273	-2.08106065	0.0297420868	0	0	0	0	0	3
90	306	0	2.25	-2.10262416	-2.09494141	-2.11080273	-2.08106065	0.0297420868	0	0	0	0	0	3
91	308	0	2.275	-2.11300761	-2.09643706	-2.11300761	-2.08106065	0.0319469586	0	0	0	0	0	3
92	312	0	2.3	-2.10729634	-2.09728024	-2.11300761	-2.08106065	0.0319469586	0	0	0	0	0	3
93	314	0	2.325	-2.11674755	-2.09897961	-2.11674755	-2.08195238	0.0347951712	0	0	0	0	0	3
94	317	0	2.35	-2.10835133	-2.09980452	-2.11674755	-2.08195238	0.0347951712	0	0	0	0	0	3
95	319	0	2.375	-2.11970356	-2.1016022	-2.11970356	-2.08480059	0.0349029718	0	0	0	0	0	3
96	322	0	2.4	-2.11110083	-2.10254148	-2.11970356	-2.08480059	0.0177386937	0	0	0	0	0	3
97	322	0	2.425	-2.1223868	-2.1043313	-2.1223868	-2.08790697	0.019318847	0	0	0	0	0	3
98	323	0	2.45	-2.11390517	-2.10521986	-2.1223868	-2.08790697	0.0202074001	0	0	0	0	0	3
99	326	0	2.475	-2.1253354	-2.10700216	-2.1253354	-2.09146132	0.0212283172	0	0	0	0	0	3
100	328	0	2.5	-2.1167132	-2.1078953	-2.1253354	-2.09146132	0.0219804953	0	0	0	0	0	3
101	331	0	2.525	-2.1281873	-2.10964416	-2.1281873	-2.09418483	0.0226652168	0	0	0	0	0	3
102	333	0	2.55	-2.11942715	-2.11052158	-2.1281873	-2.09418483	0.0231883191	0	0	0	0	0	3
103	334	0	2.575	-2.12889171	-2.11217429	-2.12889171	-2.095508	0.0235135421	0	0	0	0	0	3
104	336	0	2.6	-2.12127135	-2.11300102	-2.12889171	-2.095508	0.0238491757	0	0	0	0	0	3
105	339	0	2.625	-2.13051838	-2.11466818	-2.13051838	-2.09804166	0.0241408852	0	0	0	0	0	3
106	341	0	2.65	-2.12161452	-2.11540949	-2.13051838	-2.09804166	0.0243701858	0	0	0	0	0	3
107	342	0	2.675	-2.13231864	-2.11704173	-2.13231864	-2.10028658	0.0246336455	0	0	0	0	0	3
108	344	0	2.7	-2.12471859	-2.11786709	-2.13231864	-2.10028658	0.024920078	0	0	0	0	0	3
109	345	0	2.725	-2.13683151	-2.11960733	-2.13683151	-2.10262416	0.0252243737	0	0	0	0	0	3
110	347	0	2.75	-2.13048991	-2.12054481	-2.13683151	-2.10262416	0.0256033999	0	0	0	0	0	3
111	349	0	2.775	-2.14087482	-2.12236627	-2.14087482	-2.10729634	0.0259292077	0	0	0	0	0	3
112	352	0	2.8	-2.13235793	-2.12328771	-2.14087482	-2.10729634	0.0260074782	0	0	0	0	0	3
113	352	0	2.825	-2.14411602	-2.12504103	-2.14411602	-2.10835133	0.0260614198	0	0	0	0	0	3
114	354	0	2.85	-2.13606028	-2.12596069	-2.14411602	-2.10835133	0.0261561641	0	0	0	0	0	3
115	357	0	2.875	-2.14619522	-2.12776278	-2.14619522	-2.11110083	0.0261605785	0	0	0	0	0	3
116	358	0	2.9	-2.13788886	-2.12862874	-2.14619522	-2.11110083	0.0260872593	0	0	0	0	0	3
117	360	0	2.925	-2.14959591	-2.13046184	-2.14959591	-2.11390517	0.0261305386	0	0	0	0	0	3
118	363	0	2.95	-2.14109781	-2.13135284	-2.14959591	-2.11390517	0.0261329857	0	0	0	0	0	3
119	364	0	2.975	-2.15347515	-2.13323713	-2.15347515	-2.1167132	0.0262349647	0	0	0	0	0	3
120	367	0	3	-2.14358883	-2.13410634	-2.15347515	-2.1167132	0.0262110351	0	0	0	0	0	3
121	368	0	3.025	-2.15388549	-2.13587645	-2.15388549	-2.11942715	0.0262322884	0	0	0	0	0	3
